mu,pm,rr,rep,bin,r2,kind,n_trees_sim,n_trees_inf
1e-09,0.3,3e-10,0,28,0.5629363988274405,inferred,151,47
1e-09,0.3,3e-10,0,29,0.5423946102747585,inferred,151,47
1e-09,1.0,1e-09,0,1,0.5283685752585053,inferred,483,83
1e-09,1.0,1e-09,0,2,0.8591912088741676,inferred,483,83
1e-09,1.0,1e-09,0,3,0.8065096438000874,inferred,483,83
1e-09,1.0,1e-09,0,4,0.8527257468879765,inferred,483,83
1e-09,1.0,1e-09,0,5,0.7027371696103237,inferred,483,83
1e-09,1.0,1e-09,0,6,0.7445410688095896,inferred,483,83
1e-09,1.0,1e-09,0,7,0.39621913102962625,inferred,483,83
1e-09,1.0,1e-09,0,8,0.35243863544288795,inferred,483,83
1e-09,1.0,1e-09,0,9,0.39130692451789645,inferred,483,83
1e-09,1.0,1e-09,0,10,0.36309687518001865,inferred,483,83
1e-09,1.0,1e-09,0,11,0.308022600277307,inferred,483,83
1e-09,1.0,1e-09,0,12,0.3373018526704113,inferred,483,83
1e-09,1.0,1e-09,0,13,0.3793976631583254,inferred,483,83
1e-09,1.0,1e-09,0,14,0.5523445884462236,inferred,483,83
1e-09,1.0,1e-09,0,15,0.4319277549139151,inferred,483,83
1e-09,1.0,1e-09,0,16,0.5702861869255245,inferred,483,83
1e-09,1.0,1e-09,0,17,0.6578959531772721,inferred,483,83
1e-09,1.0,1e-09,0,18,0.6478118662198433,inferred,483,83
1e-09,1.0,1e-09,0,19,0.6157398965484485,inferred,483,83
1e-09,1.0,1e-09,0,20,0.6080510835505054,inferred,483,83
1e-09,1.0,1e-09,0,21,0.8093729486201507,inferred,483,83
1e-09,1.0,1e-09,0,22,0.733500839962375,inferred,483,83
1e-09,1.0,1e-09,0,23,0.5529815636547121,inferred,483,83
1e-09,1.0,1e-09,0,24,0.7272114865501867,inferred,483,83
1e-09,1.0,1e-09,0,25,0.7368385001918183,inferred,483,83
1e-09,1.0,1e-09,0,26,0.7594366151021166,inferred,483,83
1e-09,1.0,1e-09,0,27,0.7357379442685694,inferred,483,83
1e-09,1.0,1e-09,0,28,0.7535746704724295,inferred,483,83
1e-09,1.0,1e-09,0,29,0.5695918253233976,inferred,483,83
1e-08,0.1,1e-09,0,1,0.8423164172512722,inferred,483,286
1e-08,0.1,1e-09,0,2,0.9367327078827954,inferred,483,286
1e-08,0.1,1e-09,0,3,0.9182315565973962,inferred,483,286
1e-08,0.1,1e-09,0,4,0.9763188988976913,inferred,483,286
1e-08,0.1,1e-09,0,5,0.9189503931845296,inferred,483,286
1e-08,0.1,1e-09,0,6,0.9758030707509574,inferred,483,286
1e-08,0.1,1e-09,0,7,0.9382631545845546,inferred,483,286
1e-08,0.1,1e-09,0,8,0.9547130594724255,inferred,483,286
1e-08,0.1,1e-09,0,9,0.6892632289639261,inferred,483,286
1e-08,0.1,1e-09,0,10,0.5736877923980919,inferred,483,286
1e-08,0.1,1e-09,0,11,0.6188040278722456,inferred,483,286
1e-08,0.1,1e-09,0,12,0.7140152983490305,inferred,483,286
1e-08,0.1,1e-09,0,13,0.856709059340247,inferred,483,286
1e-08,0.1,1e-09,0,14,0.8488008765906578,inferred,483,286
1e-08,0.1,1e-09,0,15,0.7822517709908232,inferred,483,286
1e-08,0.1,1e-09,0,16,0.9438290619098042,inferred,483,286
1e-08,0.1,1e-09,0,17,0.9197105308069354,inferred,483,286
1e-08,0.1,1e-09,0,18,0.9179939016583653,inferred,483,286
1e-08,0.1,1e-09,0,19,0.9790506992219332,inferred,483,286
1e-08,0.1,1e-09,0,20,0.961897674900418,inferred,483,286
1e-08,0.1,1e-09,0,21,0.9768181205525786,inferred,483,286
1e-08,0.1,1e-09,0,22,0.9295555734226718,inferred,483,286
1e-08,0.1,1e-09,0,23,0.9368940465637038,inferred,483,286
1e-08,0.1,1e-09,0,24,0.9067389565302145,inferred,483,286
1e-08,0.1,1e-09,0,25,0.8648222741855843,inferred,483,286
1e-08,0.1,1e-09,0,26,0.9053387161398857,inferred,483,286
1e-08,0.1,1e-09,0,27,0.9178205426809578,inferred,483,286
1e-08,0.1,1e-09,0,28,0.9055245676250964,inferred,483,286
1e-08,0.1,1e-09,0,29,0.9569308756804684,inferred,483,286
1e-07,0.001,1e-10,0,1,0.9845191902361441,inferred,50,131
1e-07,0.001,1e-10,0,2,0.9707456419206791,inferred,50,131
1e-07,0.001,1e-10,0,3,0.9661017969548651,inferred,50,131
1e-07,0.001,1e-10,0,4,0.9816207856853968,inferred,50,131
1e-07,0.001,1e-10,0,5,0.9818874735699777,inferred,50,131
1e-07,0.001,1e-10,0,6,0.9763112818935117,inferred,50,131
1e-07,0.001,1e-10,0,7,0.9781317069667841,inferred,50,131
1e-07,0.001,1e-10,0,8,0.9812151584015171,inferred,50,131
1e-07,0.001,1e-10,0,9,0.977393552024845,inferred,50,131
1e-07,0.001,1e-10,0,10,0.9772497578309076,inferred,50,131
1e-07,0.001,1e-10,0,11,0.9589460340412793,inferred,50,131
1e-07,0.001,1e-10,0,12,0.9587717210319506,inferred,50,131
1e-07,0.001,1e-10,0,13,0.9035574189016253,inferred,50,131
1e-07,0.001,1e-10,0,14,0.9430547968781505,inferred,50,131
1e-07,0.001,1e-10,0,15,0.9994930403719985,inferred,50,131
1e-07,0.001,1e-10,0,16,0.9992757720928678,inferred,50,131
1e-07,0.001,1e-10,0,17,0.999172560241243,inferred,50,131
1e-07,0.001,1e-10,0,18,0.9952577161308105,inferred,50,131
1e-07,0.001,1e-10,0,19,0.9952577161308103,inferred,50,131
1e-07,0.001,1e-10,0,20,0.8492079103068673,inferred,50,131
1e-07,0.001,1e-10,0,21,0.8496366373110731,inferred,50,131
1e-07,0.001,1e-10,0,22,0.8443509617664311,inferred,50,131
1e-07,0.001,1e-10,0,23,0.8443509617664311,inferred,50,131
1e-07,0.001,1e-10,0,24,0.8443290753539137,inferred,50,131
1e-07,0.001,1e-10,0,25,0.8489573898278711,inferred,50,131
1e-07,0.001,1e-10,0,26,0.8490024837439336,inferred,50,131
1e-07,0.001,1e-10,0,27,0.977284793929288,inferred,50,131
1e-07,0.001,1e-10,0,28,0.9772609647453446,inferred,50,131
1e-07,0.001,1e-10,0,29,0.9772609647453446,inferred,50,131
1e-09,3.0,3.0000000000000004e-09,0,1,0.4692077031921172,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,2,0.14130575840677345,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,3,0.27541238793464334,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,4,0.27536481038211796,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,5,0.4858379058318593,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,6,0.2970650173940748,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,7,0.4673947459585084,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,8,0.41708742000216303,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,9,0.27177291820065963,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,10,0.3198335612866303,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,11,0.1776559922800873,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,12,0.07157083289454183,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,13,0.3217284332439978,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,14,0.3993905327091351,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,15,0.4746381809889049,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,16,0.20442917357371965,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,17,0.24116314904429778,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,18,0.10551537348289994,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,19,0.35187408144799703,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,20,0.28317649447489557,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,21,0.3911451234298733,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,22,0.3695350880932441,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,23,0.22766222581021375,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,24,0.41690498803599135,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,25,0.26172616843117374,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,26,0.44566097955120176,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,27,0.29038734927522075,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,28,0.2849292619307006,inferred,1438,114
1e-09,3.0,3.0000000000000004e-09,0,29,0.130964022908018,inferred,1438,114
1e-07,0.01,1e-09,0,1,0.9863285284043446,inferred,483,626
1e-07,0.01,1e-09,0,2,0.9617442700376759,inferred,483,626
1e-07,0.01,1e-09,0,3,0.9561076729765082,inferred,483,626
1e-07,0.01,1e-09,0,4,0.9827890003874067,inferred,483,626
1e-07,0.01,1e-09,0,5,0.962537960764357,inferred,483,626
1e-07,0.01,1e-09,0,6,0.9549520428387562,inferred,483,626
1e-07,0.01,1e-09,0,7,0.8807398113539967,inferred,483,626
1e-07,0.01,1e-09,0,8,0.9597499710268267,inferred,483,626
1e-07,0.01,1e-09,0,9,0.8519201061243218,inferred,483,626
1e-07,0.01,1e-09,0,10,0.8757422987325005,inferred,483,626
1e-07,0.01,1e-09,0,11,0.9933948616948328,inferred,483,626
1e-07,0.01,1e-09,0,12,0.9537604509204479,inferred,483,626
1e-07,0.01,1e-09,0,13,0.994841598121306,inferred,483,626
1e-07,0.01,1e-09,0,14,0.962828065229744,inferred,483,626
1e-07,0.01,1e-09,0,15,0.9289746409581537,inferred,483,626
1e-07,0.01,1e-09,0,16,0.9958566448161424,inferred,483,626
1e-07,0.01,1e-09,0,17,0.9758918980367394,inferred,483,626
1e-07,0.01,1e-09,0,18,0.9890128750796895,inferred,483,626
1e-07,0.01,1e-09,0,19,0.9902055228498654,inferred,483,626
1e-07,0.01,1e-09,0,20,0.9663507310448018,inferred,483,626
1e-07,0.01,1e-09,0,21,0.9717440574390555,inferred,483,626
1e-07,0.01,1e-09,0,22,0.9835706589369844,inferred,483,626
1e-07,0.01,1e-09,0,23,0.9478029418276392,inferred,483,626
1e-07,0.01,1e-09,0,24,0.9851940496814167,inferred,483,626
1e-07,0.01,1e-09,0,25,0.9601883522948892,inferred,483,626
1e-07,0.01,1e-09,0,26,0.937582366335098,inferred,483,626
1e-07,0.01,1e-09,0,27,0.9343114115159193,inferred,483,626
1e-07,0.01,1e-09,0,28,0.8806211338211617,inferred,483,626
1e-07,0.01,1e-09,0,29,0.9294184761632652,inferred,483,626
1e-08,0.3,3e-09,0,1,0.7225298293593976,inferred,1438,444
1e-08,0.3,3e-09,0,2,0.65621410589578,inferred,1438,444
1e-08,0.3,3e-09,0,3,0.8580155346558657,inferred,1438,444
1e-08,0.3,3e-09,0,4,0.8078545424657254,inferred,1438,444
1e-08,0.3,3e-09,0,5,0.7151933055544192,inferred,1438,444
1e-08,0.3,3e-09,0,6,0.8075730143190907,inferred,1438,444
1e-08,0.3,3e-09,0,7,0.7266684670536053,inferred,1438,444
1e-08,0.3,3e-09,0,8,0.9009783185903378,inferred,1438,444
1e-08,0.3,3e-09,0,9,0.8521742425250534,inferred,1438,444
1e-08,0.3,3e-09,0,10,0.7873772369117068,inferred,1438,444
1e-08,0.3,3e-09,0,11,0.7449377311929642,inferred,1438,444
1e-08,0.3,3e-09,0,12,0.6616041500419187,inferred,1438,444
1e-08,0.3,3e-09,0,13,0.8563272404116385,inferred,1438,444
1e-08,0.3,3e-09,0,14,0.8604538207039971,inferred,1438,444
1e-08,0.3,3e-09,0,15,0.8119068498407134,inferred,1438,444
1e-08,0.3,3e-09,0,16,0.8344942756884454,inferred,1438,444
1e-08,0.3,3e-09,0,17,0.8992699251916821,inferred,1438,444
1e-08,0.3,3e-09,0,18,0.4098203747006027,inferred,1438,444
1e-08,0.3,3e-09,0,19,0.8876715089390924,inferred,1438,444
1e-08,0.3,3e-09,0,20,0.8883895831201694,inferred,1438,444
1e-08,0.3,3e-09,0,21,0.8767794612983979,inferred,1438,444
1e-08,0.3,3e-09,0,22,0.7545443716273502,inferred,1438,444
1e-08,0.3,3e-09,0,23,0.8587445934881374,inferred,1438,444
1e-08,0.3,3e-09,0,24,0.8413925281775054,inferred,1438,444
1e-08,0.3,3e-09,0,25,0.8974409040938586,inferred,1438,444
1e-08,0.3,3e-09,0,26,0.8194822409441596,inferred,1438,444
1e-08,0.3,3e-09,0,27,0.5725946499728473,inferred,1438,444
1e-08,0.3,3e-09,0,28,0.8698290097149278,inferred,1438,444
1e-08,0.3,3e-09,0,29,0.7622444288829997,inferred,1438,444
1e-08,1.0,1e-08,0,1,0.6096776738189535,inferred,4665,688
1e-08,1.0,1e-08,0,2,0.656185492996993,inferred,4665,688
1e-08,1.0,1e-08,0,3,0.6607202646109828,inferred,4665,688
1e-08,1.0,1e-08,0,4,0.3046597890719238,inferred,4665,688
1e-08,1.0,1e-08,0,5,0.31064265676574193,inferred,4665,688
1e-08,1.0,1e-08,0,6,0.5290824280473675,inferred,4665,688
1e-08,1.0,1e-08,0,7,0.689661488949949,inferred,4665,688
1e-08,1.0,1e-08,0,8,0.33955546179604207,inferred,4665,688
1e-08,1.0,1e-08,0,9,0.3335868876541251,inferred,4665,688
1e-08,1.0,1e-08,0,10,0.5791210610537345,inferred,4665,688
1e-08,1.0,1e-08,0,11,0.6191161769117391,inferred,4665,688
1e-08,1.0,1e-08,0,12,0.6437346805538079,inferred,4665,688
1e-08,1.0,1e-08,0,13,0.3521984968958117,inferred,4665,688
1e-08,1.0,1e-08,0,14,0.25793110982163614,inferred,4665,688
1e-08,1.0,1e-08,0,15,0.5702768688457089,inferred,4665,688
1e-08,1.0,1e-08,0,16,0.5873687407123941,inferred,4665,688
1e-08,1.0,1e-08,0,17,0.7499777709575234,inferred,4665,688
1e-08,1.0,1e-08,0,18,0.4721052854554695,inferred,4665,688
1e-08,1.0,1e-08,0,19,0.23240319802645223,inferred,4665,688
1e-08,1.0,1e-08,0,20,0.36741222160001025,inferred,4665,688
1e-08,1.0,1e-08,0,21,0.59427934531172,inferred,4665,688
1e-08,1.0,1e-08,0,22,0.33926709960212953,inferred,4665,688
1e-08,1.0,1e-08,0,23,0.35447965289258715,inferred,4665,688
1e-08,1.0,1e-08,0,24,0.5897778523760961,inferred,4665,688
1e-08,1.0,1e-08,0,25,0.4458886295240375,inferred,4665,688
1e-08,1.0,1e-08,0,26,0.8107187525709129,inferred,4665,688
1e-08,1.0,1e-08,0,27,0.3679045104922758,inferred,4665,688
1e-08,1.0,1e-08,0,28,0.6940826416082229,inferred,4665,688
1e-08,1.0,1e-08,0,29,0.5978392733865531,inferred,4665,688
1e-07,0.1,1e-08,0,1,0.7910175179636292,inferred,4665,2362
1e-07,0.1,1e-08,0,2,0.8462268462209712,inferred,4665,2362
1e-07,0.1,1e-08,0,3,0.9498826083703702,inferred,4665,2362
1e-07,0.1,1e-08,0,4,0.6167960104693269,inferred,4665,2362
1e-07,0.1,1e-08,0,5,0.7684046852501785,inferred,4665,2362
1e-07,0.1,1e-08,0,6,0.842118863451046,inferred,4665,2362
1e-07,0.1,1e-08,0,7,0.8482361291630512,inferred,4665,2362
1e-07,0.1,1e-08,0,8,0.9387412327354718,inferred,4665,2362
1e-07,0.1,1e-08,0,9,0.8376212597151868,inferred,4665,2362
1e-07,0.1,1e-08,0,10,0.8970742529986,inferred,4665,2362
1e-07,0.1,1e-08,0,11,0.9364429004098719,inferred,4665,2362
1e-07,0.1,1e-08,0,12,0.8543142582191674,inferred,4665,2362
1e-07,0.1,1e-08,0,13,0.8220011666095624,inferred,4665,2362
1e-07,0.1,1e-08,0,14,0.910170786958074,inferred,4665,2362
1e-07,0.1,1e-08,0,15,0.9385584668967885,inferred,4665,2362
1e-07,0.1,1e-08,0,16,0.7579603017488539,inferred,4665,2362
1e-07,0.1,1e-08,0,17,0.9776151576688745,inferred,4665,2362
1e-07,0.1,1e-08,0,18,0.9506101923157252,inferred,4665,2362
1e-07,0.1,1e-08,0,19,0.9841071493669961,inferred,4665,2362
1e-07,0.1,1e-08,0,20,0.9728505945018434,inferred,4665,2362
1e-07,0.1,1e-08,0,21,0.8993657653225924,inferred,4665,2362
1e-07,0.1,1e-08,0,22,0.9099171323240919,inferred,4665,2362
1e-07,0.1,1e-08,0,23,0.9636506907688492,inferred,4665,2362
1e-07,0.1,1e-08,0,24,0.6473023248221333,inferred,4665,2362
1e-07,0.1,1e-08,0,25,0.8546035458941086,inferred,4665,2362
1e-07,0.1,1e-08,0,26,0.9003707724149209,inferred,4665,2362
1e-07,0.1,1e-08,0,27,0.8862502608552689,inferred,4665,2362
1e-07,0.1,1e-08,0,28,0.8680115890296223,inferred,4665,2362
1e-07,0.1,1e-08,0,29,0.8672225073322132,inferred,4665,2362
1e-08,3.0,3.0000000000000004e-08,0,1,0.1488747189744534,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,2,0.4652619315622684,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,3,0.501272835092634,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,4,0.3440438161567615,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,5,0.41439555683980317,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,6,0.5472132698068296,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,7,0.46917494948097166,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,8,0.41462655154718137,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,9,0.5055793932392516,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,10,0.5350815161639334,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,11,0.5507269153422076,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,12,0.3438293051717322,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,13,0.38905215742125643,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,14,0.5488166165398384,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,15,0.49902700145020007,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,16,0.35438947594184733,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,17,0.2818554854858911,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,18,0.2756093337528205,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,19,0.32661251031841,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,20,0.4178129948345729,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,21,0.33031041840834524,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,22,0.28899049377954694,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,23,0.4685674572859789,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,24,0.3469086209427138,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,25,0.20579111075103568,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,26,0.7226945236052056,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,27,0.3910577395417181,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,28,0.5399596007256492,inferred,13992,971
1e-08,3.0,3.0000000000000004e-08,0,29,0.32238213092363005,inferred,13992,971
1e-07,0.3,3e-08,0,1,0.8436877111159069,inferred,13992,4179
1e-07,0.3,3e-08,0,2,0.7282234556057051,inferred,13992,4179
1e-07,0.3,3e-08,0,3,0.8752737961868364,inferred,13992,4179
1e-07,0.3,3e-08,0,4,0.8908684989013337,inferred,13992,4179
1e-07,0.3,3e-08,0,5,0.8115489845219009,inferred,13992,4179
1e-07,0.3,3e-08,0,6,0.6414458654022757,inferred,13992,4179
1e-07,0.3,3e-08,0,7,0.4116529170851817,inferred,13992,4179
1e-07,0.3,3e-08,0,8,0.7119450219611169,inferred,13992,4179
1e-07,0.3,3e-08,0,9,0.6814602615087679,inferred,13992,4179
1e-07,0.3,3e-08,0,10,0.5487953992136536,inferred,13992,4179
1e-07,0.3,3e-08,0,11,0.8339418002830378,inferred,13992,4179
1e-07,0.3,3e-08,0,12,0.8719330497138162,inferred,13992,4179
1e-07,0.3,3e-08,0,13,0.42832527913385426,inferred,13992,4179
1e-07,0.3,3e-08,0,14,0.9552028740870584,inferred,13992,4179
1e-07,0.3,3e-08,0,15,0.7687733742397878,inferred,13992,4179
1e-07,0.3,3e-08,0,16,0.7208377016957991,inferred,13992,4179
1e-07,0.3,3e-08,0,17,0.6279110626201057,inferred,13992,4179
1e-07,0.3,3e-08,0,18,0.6036851416583886,inferred,13992,4179
1e-07,0.3,3e-08,0,19,0.6161750597578735,inferred,13992,4179
1e-07,0.3,3e-08,0,20,0.770448404330735,inferred,13992,4179
1e-07,0.3,3e-08,0,21,0.6495368727366613,inferred,13992,4179
1e-07,0.3,3e-08,0,22,0.5384205521159734,inferred,13992,4179
1e-07,0.3,3e-08,0,23,0.5354699972759912,inferred,13992,4179
1e-07,0.3,3e-08,0,24,0.899395024357136,inferred,13992,4179
1e-07,0.3,3e-08,0,25,0.5060167301180253,inferred,13992,4179
1e-07,0.3,3e-08,0,26,0.8198288028277909,inferred,13992,4179
1e-07,0.3,3e-08,0,27,0.5623254921760544,inferred,13992,4179
1e-07,0.3,3e-08,0,28,0.7697881011525178,inferred,13992,4179
1e-07,0.3,3e-08,0,29,0.7456981100045804,inferred,13992,4179
1e-07,1.0,1e-07,0,1,0.5053056627468077,inferred,46223,7150
1e-07,1.0,1e-07,0,2,0.5856471647312046,inferred,46223,7150
1e-07,1.0,1e-07,0,3,0.6997464706797072,inferred,46223,7150
1e-07,1.0,1e-07,0,4,0.49104538748795923,inferred,46223,7150
1e-07,1.0,1e-07,0,5,0.7386961530645989,inferred,46223,7150
1e-07,1.0,1e-07,0,6,0.544078268571699,inferred,46223,7150
1e-07,1.0,1e-07,0,7,0.46195210504974343,inferred,46223,7150
1e-07,1.0,1e-07,0,8,0.5180421983788976,inferred,46223,7150
1e-07,1.0,1e-07,0,9,0.49340175250942386,inferred,46223,7150
1e-07,1.0,1e-07,0,10,0.4317089700124581,inferred,46223,7150
1e-07,1.0,1e-07,0,11,0.43186793032583476,inferred,46223,7150
1e-07,1.0,1e-07,0,12,0.6826472375964301,inferred,46223,7150
1e-07,1.0,1e-07,0,13,0.5601146747645125,inferred,46223,7150
1e-07,1.0,1e-07,0,14,0.6694607725821026,inferred,46223,7150
1e-07,1.0,1e-07,0,15,0.5887445254595088,inferred,46223,7150
1e-07,1.0,1e-07,0,16,0.41217636595035684,inferred,46223,7150
1e-07,1.0,1e-07,0,17,0.6981886590999907,inferred,46223,7150
1e-07,1.0,1e-07,0,18,0.6549158114390174,inferred,46223,7150
1e-07,1.0,1e-07,0,19,0.5371889433580982,inferred,46223,7150
1e-07,1.0,1e-07,0,20,0.32825822610341737,inferred,46223,7150
1e-07,1.0,1e-07,0,21,0.44762519502046505,inferred,46223,7150
1e-07,1.0,1e-07,0,22,0.5578712812864377,inferred,46223,7150
1e-07,1.0,1e-07,0,23,0.5062715143546413,inferred,46223,7150
1e-07,1.0,1e-07,0,24,0.7863157386047462,inferred,46223,7150
1e-07,1.0,1e-07,0,25,0.45128729592533373,inferred,46223,7150
1e-07,1.0,1e-07,0,26,0.3810531076643442,inferred,46223,7150
1e-07,1.0,1e-07,0,27,0.7388268023937724,inferred,46223,7150
1e-07,1.0,1e-07,0,28,0.7685616807306944,inferred,46223,7150
1e-07,1.0,1e-07,0,29,0.5550123140936735,inferred,46223,7150
1e-07,3.0,3e-07,0,1,0.24846663490145196,inferred,137234,9914
1e-07,3.0,3e-07,0,2,0.4500634294755175,inferred,137234,9914
1e-07,3.0,3e-07,0,3,0.4130984961330999,inferred,137234,9914
1e-07,3.0,3e-07,0,4,0.46360081107063417,inferred,137234,9914
1e-07,3.0,3e-07,0,5,0.26797644962366496,inferred,137234,9914
1e-07,3.0,3e-07,0,6,0.46086698369154055,inferred,137234,9914
1e-07,3.0,3e-07,0,7,0.4345710366399012,inferred,137234,9914
1e-07,3.0,3e-07,0,8,0.21180955860448827,inferred,137234,9914
1e-07,3.0,3e-07,0,9,0.35753598728991726,inferred,137234,9914
1e-07,3.0,3e-07,0,10,0.3789572993101536,inferred,137234,9914
1e-07,3.0,3e-07,0,11,0.34710518335248547,inferred,137234,9914
1e-07,3.0,3e-07,0,12,0.5230652545588347,inferred,137234,9914
1e-07,3.0,3e-07,0,13,0.2670548215786549,inferred,137234,9914
1e-07,3.0,3e-07,0,14,0.5388423818702278,inferred,137234,9914
1e-07,3.0,3e-07,0,15,0.2490191224913625,inferred,137234,9914
1e-07,3.0,3e-07,0,16,0.251477541989339,inferred,137234,9914
1e-07,3.0,3e-07,0,17,0.3499200531045515,inferred,137234,9914
1e-07,3.0,3e-07,0,18,0.41293818487633954,inferred,137234,9914
1e-07,3.0,3e-07,0,19,0.4268901872662008,inferred,137234,9914
1e-07,3.0,3e-07,0,20,0.6726424161965499,inferred,137234,9914
1e-07,3.0,3e-07,0,21,0.15861994632011034,inferred,137234,9914
1e-07,3.0,3e-07,0,22,0.1842214059025036,inferred,137234,9914
1e-07,3.0,3e-07,0,23,0.5720134268976275,inferred,137234,9914
1e-07,3.0,3e-07,0,24,0.25823613053281075,inferred,137234,9914
1e-07,3.0,3e-07,0,25,0.37695177717351774,inferred,137234,9914
1e-07,3.0,3e-07,0,26,0.4509135035340914,inferred,137234,9914
1e-07,3.0,3e-07,0,27,0.3883637953073541,inferred,137234,9914
1e-07,3.0,3e-07,0,28,0.2779691656124297,inferred,137234,9914
1e-07,3.0,3e-07,0,29,0.2553738326558224,inferred,137234,9914
